test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/apache/commons/validator/CustomValidatorResourcesTest.java,82b606bdc99b94dfa789f1c6554169d01bcee36f,1,0,0,0,0,0,0.0,0,0.013999999999999999,0.0,1,1,1,1,9,0,6,3,1,0,0,4,4,4,0,4,0,0,2,2,75,10,30,11,13,35,11,19,11,8,4,4,4,1,2,1.17,7,7,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/FieldTest.java,82b606bdc99b94dfa789f1c6554169d01bcee36f,9,0,0,0,0,0,0.0,0,0.002,0.0,1,1,1,1,13,1,8,3,1,0,0,17,17,17,1,17,0,4,0,13,284,54,146,25,107,84,110,128,25,103,1,1,1,1,0,0.58,17,17,17,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/CreditCardValidatorTest.java,ccb0bba48e88c4a66f2d8111437aa314df4fbad1,2,0,0,0,0,0,0.0,0,0.01,0.0,1,1,1,1,10,0,8,2,2,0,7,4,4,4,0,4,0,0,0,4,86,11,45,18,31,32,33,39,18,21,1,1,2,1,0,0.71,4,4,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/CodeValidatorTest.java,ccb0bba48e88c4a66f2d8111437aa314df4fbad1,7,0,0,0,0,0,0.0,0,0.002,0.0,1,1,1,1,21,2,16,3,1,0,0,10,10,10,0,10,0,0,2,8,260,35,167,37,141,58,145,156,37,119,1,1,1,1,0,0.35,10,10,10,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/ISBNValidatorTest.java,ccb0bba48e88c4a66f2d8111437aa314df4fbad1,1,0,0,0,0,0,0.0,0,0.004,0.0,1,1,1,1,11,0,10,0,1,0,5,2,2,2,0,2,0,0,0,2,58,7,30,11,22,21,24,27,11,16,1,1,1,1,0,0.7,2,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/ByteTest.java,7c2e528533b4ddbb6efe070eb60ede5b24779afa,8,0,0,0,0,0,0.0,0,0.066,0.0,1,1,1,1,9,0,4,3,1,0,0,7,7,7,0,7,0,0,0,7,99,17,37,15,20,45,21,29,15,14,1,1,1,1,0,1.22,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/EmailTest.java,7c2e528533b4ddbb6efe070eb60ede5b24779afa,9,0,0,0,0,0,0.0,0,0.214,0.0,1,1,1,1,20,2,12,5,1,0,2,14,14,14,1,14,0,1,1,12,415,51,253,100,216,111,154,171,37,134,3,3,3,1,1,0.44,18,18,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/ValidatorResourcesTest.java,7c2e528533b4ddbb6efe070eb60ede5b24779afa,1,0,0,0,0,0,0.0,0.006,0.006,0.8377374013264974,1,1,1,1,10,1,5,4,1,0,0,2,2,2,0,2,0,0,0,2,52,8,15,6,5,29,6,10,6,4,2,2,2,1,1,1.93,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/CreditCardValidatorTest.java,798c243d4c06f524cbc3bff5a513191a548e6f7f,2,0,0,0,0,0,0.0,0.01,0.01,0.8638648947079977,1,1,1,1,10,0,8,2,2,0,7,4,4,4,0,4,0,0,0,4,87,11,45,18,31,33,33,39,18,21,1,1,2,1,0,0.73,4,4,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/ISBNValidatorTest.java,798c243d4c06f524cbc3bff5a513191a548e6f7f,1,0,0,0,0,0,0.0,0.004,0.002,0.863572915395101,1,1,1,1,11,0,10,0,1,0,5,2,2,2,0,2,0,0,0,2,59,7,30,11,22,22,24,27,11,16,1,1,1,1,0,0.73,2,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/UrlTest.java,798c243d4c06f524cbc3bff5a513191a548e6f7f,5,0,0,0,0,0,0.0,1.8980000000000001,1.8459999999999999,1.5086955308914185,2,2,2,1,13,0,12,1,1,2,0,11,11,9,12,11,1,1,1,8,282,26,212,110,162,59,89,119,55,64,9,9,9,1,4,0.28,30,30,30,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/CustomValidatorResourcesTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,1,0,0,0,0,0,0.0,0.013999999999999999,0.001,1.5165135820706686,1,1,1,1,9,0,6,3,1,0,0,4,4,4,0,4,0,0,2,2,75,10,30,11,13,35,11,19,11,8,4,4,4,1,2,1.17,7,7,7,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/EmailTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,9,0,0,0,0,0,0.0,0.214,0.221,0.6796517690022786,1,1,1,1,20,2,12,5,1,0,2,14,14,14,1,14,0,1,1,12,415,51,253,100,216,111,154,171,37,134,3,3,3,1,1,0.44,18,18,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/MultipleConfigFilesTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,5,0,0,0,0,0,0.0,0.06,0.057,1.5178846796353658,1,1,1,1,30,5,15,8,1,0,2,7,7,7,1,7,0,0,1,6,267,55,119,47,95,93,97,106,46,60,2,2,2,1,1,0.78,8,8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/ParameterTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,1,0,0,0,0,0,0.0,0,0.009000000000000001,0.0,1,1,1,1,12,1,7,3,1,0,4,6,6,6,3,6,0,2,2,2,122,22,60,24,37,40,38,46,23,23,2,2,2,1,1,0.67,7,7,7,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/VarTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,1,0,0,0,0,0,0.0,0.013000000000000001,0.012,1.5189867655436198,1,1,1,1,14,1,9,3,1,0,2,4,4,4,0,4,0,0,2,2,107,19,46,17,32,42,36,41,17,24,1,1,1,1,0,0.91,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/BigDecimalValidatorTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,12,0,0,0,0,0,0.0,0,0.062,0.0,1,1,1,1,27,4,19,4,1,0,0,4,4,4,0,4,0,0,1,3,143,22,82,27,69,39,72,77,27,50,1,1,1,1,0,0.48,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/FloatValidatorTest.java,ac0988858e5378c73e5c561ecf46be9e3f3be65d,13,0,0,0,0,0,0.0,0,0.006,0.0,1,1,1,1,26,3,17,5,1,0,0,5,5,5,0,5,0,0,1,4,167,26,94,34,79,47,82,88,34,54,1,1,1,1,0,0.5,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/EmailTest.java,ec733f8435430670f0226649e25750f80a9c08c2,9,0,0,0,0,0,0.0,0.221,0.214,0.3180870771408081,1,1,1,1,20,2,12,5,1,0,2,14,14,14,1,14,0,1,1,12,415,51,253,100,216,111,154,171,37,134,3,3,3,1,1,0.44,18,18,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/DomainValidatorTest.java,99416b6ad6f1e0eb7f880110242cf7f56cfb8cfe,4,0,0,0,0,2,0.5,0,0.001,0.0,1,1,1,1,13,2,10,1,1,0,0,4,4,4,1,4,0,0,0,4,87,16,45,8,32,27,35,40,8,32,1,1,1,1,0,0.6,4,4,4,4,1.0,3.0,5.0,11.0,2.0,5.0,1.0
org/apache/commons/validator/routines/UrlValidatorTest.java,99416b6ad6f1e0eb7f880110242cf7f56cfb8cfe,7,0,0,0,0,0,0.0,0,0.23399999999999999,0.0,2,2,2,1,13,0,11,1,1,2,0,13,13,11,12,13,1,1,1,10,309,33,233,117,178,64,99,131,61,70,9,9,9,1,4,0.27,32,32,32,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/EmailValidatorTest.java,99416b6ad6f1e0eb7f880110242cf7f56cfb8cfe,12,0,0,0,0,0,0.0,0,0.006,0.0,1,1,1,1,17,5,8,5,1,0,3,15,15,15,1,15,0,0,2,13,392,103,209,89,168,112,105,124,26,98,3,3,3,1,2,0.54,18,18,18,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/EmailTest.java,99416b6ad6f1e0eb7f880110242cf7f56cfb8cfe,10,0,0,0,0,0,0.0,0.214,0.233,0.5003843228022258,1,1,1,1,20,2,12,5,1,0,2,14,14,14,1,14,0,1,1,12,415,51,253,100,216,111,154,171,37,134,3,3,3,1,1,0.44,18,18,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/GenericValidatorTest.java,99416b6ad6f1e0eb7f880110242cf7f56cfb8cfe,2,0,0,0,0,0,0.0,0.001,0.001,2.6592614809672037,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/GenericValidatorTest.java,702283a604f830a4b26227a985001e1eeeb08a72,2,0,0,0,0,0,0.0,0.001,0.006,0.3344163537025452,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/GenericTypeValidatorTest.java,702283a604f830a4b26227a985001e1eeeb08a72,3,0,0,0,0,2,0.6666666666666666,0,0.196,0.0,1,1,1,1,19,2,11,6,1,0,2,7,7,7,0,7,0,1,2,4,189,32,87,30,63,70,71,79,32,47,2,2,2,1,1,0.8,9,9,9,7,1.0,2.0,5.0,10.0,3.0,6.0,1.0
org/apache/commons/validator/CreditCardValidatorTest.java,c547175b4291860bf5e6a52af7e574bc5e214dc0,2,0,0,0,0,0,0.0,0.01,0.011000000000000001,1.9003177324930827,1,1,1,1,10,0,8,2,2,0,7,4,4,4,0,4,0,0,0,4,87,11,45,18,31,33,33,39,18,21,1,1,2,1,0,0.73,4,4,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/GenericValidatorTest.java,c547175b4291860bf5e6a52af7e574bc5e214dc0,2,0,0,0,0,0,0.0,0.006,0.003,0.4155166665712992,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/routines/EmailValidatorTest.java,1ed5b4f9b1ae9136b2749fd0ef33f2efefc6762f,12,0,0,0,0,0,0.0,0.006,0.025,1.060542058944702,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,427,107,233,93,189,119,115,135,30,105,3,3,3,1,2,0.51,19,19,19,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/DomainValidatorTest.java,29db3b8d20363eddc3d63138eb4c171a38026a08,4,0,0,0,2,0,0.0,0.001,0.001,1.407884414990743,1,1,1,1,15,2,10,2,1,0,0,5,5,5,1,5,0,0,0,5,109,21,58,11,43,31,46,52,11,41,1,1,1,1,0,0.53,5,5,5,5,0.0,1.0,4.0,9.0,0.0,1.0,1.0
org/apache/commons/validator/routines/EmailValidatorTest.java,29db3b8d20363eddc3d63138eb4c171a38026a08,12,0,0,0,0,6,0.5,0.025,0.019,0.34711586236953734,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,427,107,233,93,189,119,115,135,30,105,3,3,3,1,2,0.51,19,19,19,16,1.0,2.0,5.0,10.0,2.0,4.0,1.0
org/apache/commons/validator/routines/UrlValidatorTest.java,29db3b8d20363eddc3d63138eb4c171a38026a08,7,0,0,0,0,0,0.0,0.23399999999999999,0.204,1.4082885026931762,2,2,2,1,13,0,11,1,1,2,0,13,13,11,12,13,1,1,1,10,309,33,233,117,178,64,99,131,61,70,9,9,9,1,4,0.27,32,32,32,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/routines/UrlValidatorTest.java,e11175271927a538f6374385e9129146eff20675,8,0,0,0,0,0,0.0,0.204,0.21899999999999997,0.3308858831723531,2,2,2,1,15,1,12,2,1,2,0,14,14,12,12,14,1,1,1,11,355,48,262,119,205,78,114,147,63,84,9,9,9,1,4,0.3,33,33,33,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/GenericValidatorTest.java,e11175271927a538f6374385e9129146eff20675,2,0,0,0,0,0,0.0,0.003,0.003,0.9888367454210917,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/routines/EmailValidatorTest.java,068d522e96a3a7becc0929ebef4e138dd9432656,12,0,0,0,6,0,0.0,0.019,0.02,0.7432371854782105,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,431,108,234,93,190,121,116,136,30,106,3,3,3,1,2,0.52,19,19,19,16,0.0,0.0,4.0,8.0,0.0,0.0,0.0
org/apache/commons/validator/routines/EmailValidatorTest.java,4d359f242ab1086f295006f4a9f05af3989b9701,12,0,0,6,0,11,0.9166666666666666,0.02,0.019,0.33398870229721067,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,431,108,234,93,190,121,116,136,30,106,3,3,3,1,2,0.52,19,19,19,16,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/apache/commons/validator/routines/EmailValidatorTest.java,0456e7a94e139a104f3190e41372511dc82538a5,12,0,6,0,11,3,0.25,0.019,0.018000000000000002,0.30972386995951334,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,430,108,233,92,190,121,115,135,29,106,3,3,3,1,2,0.52,19,19,19,16,1.0,2.0,5.0,10.0,1.0,2.0,1.0
org/apache/commons/validator/routines/UrlValidatorTest.java,b9f179c29e965eb4e9bf15acb86d56c8d4b51088,9,0,0,0,0,4,0.4444444444444444,0.21899999999999997,0.21100000000000002,1.3818686644236247,2,2,2,1,17,2,14,4,1,2,0,15,15,13,12,15,1,1,1,12,408,64,294,121,235,111,130,164,65,99,9,9,9,1,4,0.38,34,34,34,15,1.0,2.0,5.0,10.0,2.0,4.0,1.0
org/apache/commons/validator/GenericValidatorTest.java,b9f179c29e965eb4e9bf15acb86d56c8d4b51088,2,0,0,0,0,0,0.0,0.003,0.003,1.3818293372790018,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/routines/DomainValidatorTest.java,b20037323ca34f2c33d47f0a318e1e89534274f7,5,0,0,2,0,1,0.2,0.001,0.013000000000000001,2.0214253743489583,1,1,1,1,13,2,9,1,1,0,0,6,6,6,1,6,0,0,0,6,113,22,61,12,44,31,47,54,12,42,1,1,1,1,0,0.51,6,6,6,6,1.0,2.0,5.0,10.0,1.0,2.0,1.0
org/apache/commons/validator/routines/DomainValidatorTest.java,1f62431ebcbc1fb9654151c999349bf0204c465c,5,0,2,0,1,0,0.0,0.013000000000000001,0.012,0.3053360025087992,1,1,1,1,13,2,9,1,1,0,0,6,6,6,1,6,0,0,0,6,113,22,61,12,44,31,47,54,12,42,1,1,1,1,0,0.51,6,6,6,6,0.0,0.0,4.0,8.0,0.0,0.0,0.0
org/apache/commons/validator/routines/DomainValidatorTest.java,97bc4fa48147f28d3829c18d5de0f25a35dd4ed7,5,2,0,1,0,0,0.0,0.012,0.001,0.3249749898910522,1,1,1,1,13,2,9,1,1,0,0,6,6,6,1,6,0,0,0,6,113,22,61,12,44,31,47,54,12,42,1,1,1,1,0,0.51,6,6,6,6,0.0,1.0,3.0,7.0,0.0,1.0,1.0
org/apache/commons/validator/routines/EmailValidatorTest.java,97bc4fa48147f28d3829c18d5de0f25a35dd4ed7,12,6,0,11,3,6,0.5,0.018000000000000002,0.005,1.2647674123446146,1,1,1,1,18,5,9,5,1,0,3,16,16,16,1,16,0,0,2,14,430,108,233,92,190,121,115,135,29,106,3,3,3,1,2,0.52,19,19,19,16,1.0,3.0,5.0,11.0,2.0,5.0,1.0
org/apache/commons/validator/routines/UrlValidatorTest.java,97bc4fa48147f28d3829c18d5de0f25a35dd4ed7,9,0,0,0,4,0,0.0,0.21100000000000002,0.222,0.9389406204223633,2,2,2,1,17,2,14,4,1,2,0,15,15,13,12,15,1,1,1,12,408,64,294,121,235,111,130,164,65,99,9,9,9,1,4,0.38,34,34,34,15,0.0,0.0,4.0,8.0,0.0,0.0,0.0
org/apache/commons/validator/EmailTest.java,97bc4fa48147f28d3829c18d5de0f25a35dd4ed7,10,0,0,0,0,0,0.0,0.233,0.218,4.05973980029424,1,1,1,1,19,2,12,5,1,0,2,15,15,15,1,15,0,1,1,13,428,52,260,102,221,116,159,177,39,138,3,3,3,1,1,0.45,19,19,19,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/GenericValidatorTest.java,97bc4fa48147f28d3829c18d5de0f25a35dd4ed7,2,0,0,0,0,0,0.0,0.003,0.001,0.9391772826512654,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/EmailTest.java,5e1816009b086574a20b3c107f685d51a7e809f4,10,0,0,0,0,7,0.7,0.218,0.244,0.46658165057500206,1,1,1,1,19,2,12,5,1,0,2,15,15,15,1,15,0,1,1,13,428,52,260,102,221,116,159,177,39,138,3,3,3,1,1,0.45,19,19,19,15,1.0,2.0,5.0,10.0,3.0,6.0,1.0
org/apache/commons/validator/UrlTest.java,8f4cf677920a5c00280f76c7ee7ea6c996b34ff6,5,0,0,0,0,3,0.6,1.8459999999999999,0.28300000000000003,5.993777537345887,2,2,2,1,13,0,12,1,1,2,0,11,11,9,12,11,1,1,1,8,282,26,212,110,162,59,89,119,55,64,9,9,9,1,4,0.28,30,30,30,11,1.0,2.0,5.0,10.0,3.0,6.0,1.0
org/apache/commons/validator/routines/UrlValidatorTest.java,37093d3b9dcf4c34b58e2d65971f0b30230ff630,9,0,0,4,0,0,0.0,0.222,0.254,1.1827663421630858,2,2,2,1,17,2,14,4,1,2,0,15,15,13,12,15,1,1,1,12,408,64,294,121,235,111,130,164,65,99,9,9,9,1,4,0.38,34,34,34,15,0.0,0.0,3.0,6.0,0.0,0.0,0.0
org/apache/commons/validator/GenericValidatorTest.java,37093d3b9dcf4c34b58e2d65971f0b30230ff630,2,0,0,0,0,0,0.0,0.001,0.005,1.1825976332028707,1,1,1,1,15,2,10,3,1,0,0,3,3,3,0,3,0,0,0,3,77,12,35,6,25,30,27,31,6,25,1,1,1,1,0,0.86,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/util/FlagsTest.java,1575a8f1b2a768baf0ca59364bfaddb9b895f48c,11,0,0,0,0,0,0.0,0,0.001,0.0,1,1,1,1,5,0,4,1,1,0,3,12,12,12,0,12,0,0,0,12,118,20,62,26,34,36,34,47,26,21,1,1,1,1,0,0.58,12,12,12,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/apache/commons/validator/UrlTest.java,1575a8f1b2a768baf0ca59364bfaddb9b895f48c,5,0,0,0,3,0,0.0,0.28300000000000003,0.226,1.0359938462575278,2,2,2,1,13,0,12,1,1,2,0,11,11,9,12,11,1,1,1,8,282,26,212,110,162,59,89,119,55,64,9,9,9,1,4,0.28,30,30,30,11,0.0,0.0,4.0,8.0,0.0,0.0,0.0
org/apache/commons/validator/CreditCardValidatorTest.java,1575a8f1b2a768baf0ca59364bfaddb9b895f48c,2,0,0,0,0,0,0.0,0.011000000000000001,0.011000000000000001,5.130341001351675,1,1,1,1,10,0,8,2,2,0,7,4,4,4,0,4,0,0,0,4,87,11,45,18,31,33,33,39,18,21,1,1,2,1,0,0.73,4,4,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/commons/validator/ValidatorTest.java,133e5bb1bed1902092fa149d306f486ce1cf269f,4,0,0,0,0,2,0.5,0.009000000000000001,0.008,8.538007553418478,1,1,1,1,19,4,13,2,2,2,0,12,12,10,2,12,0,1,0,11,286,67,173,63,129,46,124,145,63,82,3,3,5,3,2,0.27,19,19,21,14,1.0,3.0,5.0,11.0,2.0,5.0,1.0
org/apache/commons/validator/MultipleConfigFilesTest.java,133e5bb1bed1902092fa149d306f486ce1cf269f,5,0,0,0,0,2,0.4,0.057,0.065,7.019217232863109,1,1,1,1,30,5,15,8,1,0,2,7,7,7,1,7,0,0,1,6,267,55,119,47,95,93,97,106,46,60,2,2,2,1,1,0.78,8,8,8,7,1.0,2.0,5.0,10.0,2.0,4.0,1.0
org/apache/commons/validator/ExtensionTest.java,133e5bb1bed1902092fa149d306f486ce1cf269f,8,0,0,0,0,0,0.0,0.053,0.055999999999999994,8.538263380527496,1,1,1,1,26,5,13,7,1,0,4,11,11,11,1,11,0,0,2,9,363,78,158,60,129,127,129,143,60,83,2,2,2,1,1,0.8,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
